timestamp,gt_x,gt_y,gt_theta,odom_x,odom_y,odom_theta,,odom_error_x,odom_error_y,odom_error_pos,odom_error_theta
52.1,1.15404887303036,2.03611890330172,-2.43261561742828,1.02338566571607,1.94177172358802,-2.18957573466063,,0.13066320731429,0.0943471797136959,0.161165331463021,0.243039882767656
52.12,1.15393209472495,2.0362545976064,-2.42916746669546,1.02338566576321,1.94177172365423,-2.18440995563529,,0.130546428961736,0.0944828739521775,0.161150189528045,0.244757511060175
52.14,1.15381647203297,2.03638802195665,-2.42576695357051,1.02338566579961,1.94177172370591,-2.17921171118313,,0.130430806233365,0.0946162982507419,0.161134847594674,0.24655524238738
52.16,1.1537029401452,2.0365181462241,-2.42244082943632,1.02338566579961,1.94177172370591,-2.17921171118313,,0.130317274345592,0.0947464225181938,0.161119448152172,0.243229118253185
52.18,1.15359112499746,2.03664545328155,-2.41917731266934,1.02338566585122,1.94177172378,-2.1719755061857,,0.130205459146244,0.0948737295015478,0.161103960662105,0.247201806483643
52.2,1.15347961490225,2.03677158297915,-2.4159346940822,1.02338566585122,1.94177172378,-2.1719755061857,,0.130093949051026,0.0949998591991488,0.16108820201228,0.2439591878965
52.22,1.15336998731849,2.03689478384135,-2.41275833795815,1.02338566589208,1.94177172383958,-2.16631883001574,,0.129984321426413,0.0951230600017745,0.161072407198707,0.246439507942405
52.24,1.15326156765817,2.03701585601282,-2.40962806162201,1.02338566589208,1.94177172383958,-2.16631883001574,,0.129875901766089,0.0952441321732482,0.161056494973006,0.243309231606263
52.26,1.15315475820779,2.03713438786816,-2.40655490959666,1.0233860845689,1.94177234173642,-2.15998333697854,,0.129768673638896,0.0953620461317366,0.161039835135378,0.24657157261812
52.28,1.15304931517741,2.03725068817834,-2.40353129143943,1.0233860845689,1.94177234173642,-2.15998333697854,,0.129663230608507,0.0954783464419158,0.161023811938227,0.243547954460885
52.3,1.15294477165708,2.03736530193759,-2.40054336232083,1.02338608463915,1.94177234184153,-2.15300770110017,,0.129558687017929,0.0955929600960657,0.161007662555971,0.247535661220663
52.32,1.15284182102095,2.03747750014197,-2.39761046947012,1.02338608463915,1.94177234184153,-2.15300770110017,,0.129455736381805,0.0957051583004387,0.160991506010309,0.244602768369953
52.34,1.15273983858323,2.03758799477803,-2.39471434855773,1.02338608468756,1.94177234191507,-2.14672885711078,,0.129353753895668,0.0958156528629661,0.160975255801807,0.247985491446945
52.36,1.15263932174934,2.03769627582359,-2.39186869181097,1.02338608472199,1.94177234196808,-2.14236665130413,,0.129253237027356,0.0959239338555071,0.16095900213522,0.249502040506837
52.38,1.1525405356689,2.03780209274136,-2.38908048726222,1.02338608472199,1.94177234196808,-2.14236665130413,,0.129154450946908,0.0960297507732779,0.160942801121936,0.246713835958086
52.4,1.15244394594824,2.03790498723249,-2.38636228545032,1.02338608475252,1.94177234201555,-2.13858463848365,,0.129057861195718,0.0961326452169393,0.16092674424352,0.247777646966679
52.42,1.15234888584993,2.0380057070889,-2.38369477588316,1.02338608478651,1.94177234206884,-2.1354762434441,,0.128962801063423,0.0962333650200624,0.160910734884931,0.248218532439062
52.44,1.1522554959959,2.03810413503405,-2.38108144132293,1.02338608482034,1.94177234212224,-2.13142027736942,,0.128869411175564,0.0963317929118104,0.160894808686733,0.249661163953507
52.46,1.15216314280413,2.03820096566857,-2.37850415920253,1.02338608482034,1.94177234212224,-2.13142027736942,,0.12877705798379,0.0964286235463339,0.160878867791892,0.247083881833111
52.48,1.15207174149566,2.03829630809966,-2.37596026466023,1.02338608486675,1.94177234219617,-2.1273037415042,,0.128685656628912,0.0965239659034938,0.160862905033301,0.248656523156029
52.5,1.15198195305773,2.03838949698555,-2.37346780231002,1.02338608490491,1.94177234225751,-2.12286866855062,,0.128595868152815,0.0966171547280426,0.160847045026381,0.250599133759401
52.52,1.15189305042517,2.03848131012947,-2.37100625188623,1.0233860849353,1.94177234230684,-2.11989542489351,,0.128506965489868,0.0967089678226314,0.160831168113438,0.251110826992718
52.54,1.15180581763891,2.03857096059281,-2.3685969921656,1.0233860849353,1.94177234230684,-2.11989542489351,,0.128419732703607,0.0967986182859701,0.160815422922488,0.248701567272093
52.56,1.15171990534688,2.03865883294149,-2.36623000796737,1.02338608499028,1.94177234239671,-2.11462711486353,,0.128333820356593,0.0968864905447822,0.160799755899698,0.251602893103837
52.58,1.15163449852977,2.03874577725651,-2.36388260437319,1.02338608499028,1.94177234239671,-2.11462711486353,,0.128248413539487,0.0969734348598066,0.160784024840481,0.249255489509657
52.6,1.15155012938477,2.03883126564971,-2.36156920508247,1.0233860850335,1.94177234246818,-2.10986331826427,,0.128164044351266,0.0970589231815258,0.160768332807275,0.251705886818208
52.62,1.15146688933332,2.0389152234974,-2.35929205760227,1.02338608506595,1.94177234252243,-2.10686913908483,,0.128080804267374,0.0971428809749702,0.160752703696997,0.252422918517442
52.64,1.15138522944372,2.03899721705264,-2.35706319963956,1.02338608506595,1.94177234252243,-2.10686913908483,,0.12799914437777,0.0972248745302111,0.160737230251291,0.250194060554726
52.66,1.15130518469716,2.03907723510424,-2.35488324855247,1.02338608511169,1.94177234259942,-2.1027419251549,,0.127919099585467,0.0973048925048201,0.160721928012736,0.25214132339756
52.68,1.15122593092344,2.03915611973807,-2.35272950058636,1.02338608511169,1.94177234259942,-2.1027419251549,,0.127839845811747,0.0973837771386514,0.1607066464928,0.249987575431455
52.7,1.15114742193043,2.03923392900468,-2.35060052638442,1.02338608516646,1.94177234269248,-2.09788926432097,,0.127761336763973,0.0974615863121993,0.160691381157197,0.252711262063449
52.72,1.15106983052474,2.03931050423324,-2.34850083165132,1.02338608516646,1.94177234269248,-2.09788926432097,,0.127683745358281,0.0975381615407591,0.16067617055889,0.250611567330346
52.74,1.15099329888304,2.03938571937996,-2.34643406147425,1.02338608521151,1.94177234276987,-2.09396916236544,,0.127607213671535,0.0976133766100877,0.160661047781457,0.252464899108815
52.76,1.15091853858112,2.03945889412553,-2.34441916679722,1.02338608525493,1.94177234284516,-2.09028312690249,,0.127532453326185,0.0976865512803626,0.160646160714928,0.254136039894729
52.78,1.15084437349121,2.03953119563056,-2.34242422574415,1.02338608525493,1.94177234284516,-2.09028312690249,,0.127458288236284,0.0977588527853976,0.160631281318554,0.25214109884166
52.8,1.15077180657531,2.03960166044711,-2.34047601637563,1.02338608530723,1.94177234293662,-2.0859435102374,,0.127385721268082,0.097829317510497,0.160616616038189,0.25453250613824
52.82,1.15069959600769,2.03967150730091,-2.33854101905391,1.02338608530723,1.94177234293662,-2.0859435102374,,0.127313510700458,0.0978991643642946,0.160601919011271,0.252597508816518
52.84,1.1506289182767,2.03973961015728,-2.3366505925943,1.02338608533392,1.94177234298377,-2.0834156311048,,0.127242832942776,0.0979672671735179,0.160587434043734,0.253234961489508
52.86,1.15055991335455,2.03980585306532,-2.33480822121905,1.02338608536105,1.94177234303197,-2.08126942377475,,0.1271738279935,0.098033510033354,0.160573197065949,0.253538797444299
52.88,1.15049196596373,2.03987084258879,-2.33299725896624,1.0233860853958,1.94177234309401,-2.0785650156757,,0.12710588056793,0.0980984994947756,0.16055908718623,0.254432243290539
52.9,1.1504248031681,2.0399348506347,-2.33121028098059,1.0233860853958,1.94177234309401,-2.0785650156757,,0.127038717772304,0.0981625075406867,0.160545051932181,0.252645265304891
52.92,1.15035847972789,2.03999783448705,-2.32944861267413,1.02338608543751,1.94177234316897,-2.07483381816821,,0.126972394290385,0.0982254913180804,0.160531106195999,0.254614794505919
52.94,1.15029287721539,2.04005991558747,-2.32770898386025,1.02338608543751,1.94177234316897,-2.07483381816821,,0.126906791777884,0.0982875724184915,0.160517228643144,0.25287516569204
52.96,1.1502279900923,2.04012110735246,-2.32599113415871,1.02338608548112,1.94177234324805,-2.07100200107737,,0.126841904611178,0.0983487641044154,0.160503421042223,0.254989133081343
52.98,1.15016417537968,2.04018108277457,-2.32430438253836,1.02338608552154,1.941772343322,-2.06802910896104,,0.126778089858135,0.0984087394525683,0.160489763127499,0.256275273577321
53,1.15010118323359,2.04024008669859,-2.32264198794935,1.02338608552154,1.941772343322,-2.06802910896104,,0.126715097712046,0.0984677433765879,0.160476205319826,0.25461287898831
53.02,1.15003977556914,2.04029741752515,-2.3210238941616,1.02338608555385,1.94177234338153,-2.06532693086583,,0.126653690015291,0.0985250741436281,0.160462916056941,0.25569696329577
53.04,1.14997924582237,2.04035374705207,-2.31943131930427,1.02338608558885,1.94177234344644,-2.06287352559714,,0.126593160233523,0.0985814036056338,0.160449747132139,0.256557793707127
53.06,1.14991961471901,2.04040906471086,-2.31786469022769,1.02338608558885,1.94177234344644,-2.06287352559714,,0.126533529130158,0.0986367212644288,0.160436706448148,0.254991164630552
53.08,1.14986122005161,2.04046306719411,-2.31633274594042,1.02338608561498,1.94177234349518,-2.06107863294588,,0.126475134436631,0.098690723698927,0.160423871587061,0.255254112994535
53.1,1.14980389173294,2.0405159223473,-2.31483088272351,1.0233860856435,1.94177234354862,-2.05915623459736,,0.126417806089437,0.0987435787986775,0.160411209241864,0.255674648126153
53.12,1.14974742880365,2.04056782419179,-2.31335371838842,1.02338608568057,1.9417723436184,-2.0566957177437,,0.126361343123074,0.0987954805733866,0.160398678353638,0.256658000644716
